# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0,0,0,39.751,0,39.97,0,0,0,0,0,4.178,32.9,-106,9.7954,84,0,0,0,36410,3171.7,30.468,0.14803,NaN,335.43,NaN,0.0055786,577863,1810,8.9812e-5,0.82766,0.0022424,0.63631,0.07134,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.24,182.41,84,0,NaN,14.675,1007.4,340.19,0.01,0.0026434
0.01,0.0019875,0.39751,138.63,0.3997,139.39,2.089e-4,0,2.089e-4,0,0.04178,14.57,32.9,-106,9.7954,72.432,0,0,0,36410,3171.7,30.468,0.14803,NaN,335.43,NaN,0.0058271,603609,5429.9,0.0021332,0.82188,0.048813,0.63054,0.07134,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.9055e-5,15.24,182.41,84,0,NaN,14.675,1007.4,340.19,0.01,0.003241
0.02,0.012895,1.784,237.55,1.7938,238.86,0.0013553,0,0.0013553,0,0.18751,24.968,32.9,-106,9.7954,43.52,0,0,0,36403,3165,30.466,0.14801,NaN,335.42,NaN,0.0080781,836783,9049.9,0.045997,0.78098,0.54768,0.58963,0.071341,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2016e-4,15.24,182.41,84,0,NaN,14.675,1007.4,340.19,0.01,0.0037278
0.03,0.042614,4.1599,317.91,4.1828,319.66,0.0044789,0,0.0044789,0,0.43722,33.413,32.9,-106,9.7954,23.385,0,0,0,36396,3158.3,30.464,0.14799,NaN,335.42,NaN,0.014034,1453684,11989,0.22769,0.72035,0.89832,0.52898,0.071344,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.1336e-4,15.24,182.41,84,0,NaN,14.675,1007.4,340.19,0.01,0.0042318
0.04,0.10011,7.3395,324.56,7.3799,326.35,0.010522,0,0.010522,0,0.77141,34.113,32.9,-106,9.7954,14.054,0,0,0,36388,3150,30.461,0.14797,NaN,335.41,NaN,0.022967,2379071,12230,0.58378,0.67386,0.85991,0.48243,0.071353,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.0575e-4,15.24,182.41,84,0,NaN,14.674,1007.4,340.19,0.01,0.0048622
0.05,0.18974,10.586,323.64,10.644,325.42,0.019942,0,0.019942,0,1.1126,34.016,32.9,-106,9.7954,9.9375,0,0,0,36377,3139.1,30.457,0.14794,NaN,335.41,NaN,0.032361,3352144,12193,1.0326,0.64506,0.76613,0.45356,0.071367,0.12014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0013064,15.24,182.41,84,0,NaN,14.674,1007.4,340.19,0.01,0.0052836
0.06,0.31178,13.823,322.73,13.899,324.51,0.03277,0,0.03277,0,1.4529,33.92,32.9,-106,9.7954,7.7429,0,0,0,36365,3127.1,30.453,0.1479,NaN,335.4,NaN,0.041831,4333013,12157,1.6073,0.63162,0.71374,0.44001,0.071386,0.12023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017059,15.24,182.41,84,0,NaN,14.673,1007.3,340.19,0.01,0.0056134
0.07,0.46615,17.051,321.81,17.145,323.58,0.048995,0,0.048995,0,1.7922,33.824,32.9,-106,9.7954,6.3631,0,0,0,36353,3115.2,30.449,0.14787,NaN,335.39,NaN,0.051313,5315075,12120,2.3385,0.63047,0.69013,0.43872,0.071409,0.12034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0021043,15.24,182.41,84,0,NaN,14.672,1007.3,340.19,0.01,0.0059327
0.08,0.65276,20.27,320.89,20.382,322.66,0.068608,0,0.068608,0,2.1305,33.727,32.9,-106,9.7954,5.4165,0,0,0,36341,3103.2,30.445,0.14784,NaN,335.38,NaN,0.060788,6296418,12083,3.2094,0.62961,0.67491,0.43769,0.071437,0.12048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025015,15.24,182.41,84,0,NaN,14.671,1007.3,340.19,0.01,0.0064521
0.09,0.87151,23.48,319.96,23.609,321.73,0.091599,0,0.091599,0,2.4678,33.63,32.9,-106,9.7954,4.7271,0,0,0,36329,3091.3,30.441,0.1478,NaN,335.37,NaN,0.070248,7276151,12046,4.2205,0.62894,0.66459,0.43683,0.07147,0.12064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0028976,15.24,182.41,84,0,NaN,14.669,1007.3,340.19,0.01,0.0069541
0.1,1.1223,26.68,319.03,26.827,320.79,0.11796,0,0.11796,0,2.8042,33.532,32.9,-106,9.7954,4.2029,0,0,0,36317,3079.3,30.437,0.14777,NaN,335.36,NaN,0.079688,8253801,12009,5.3712,0.62842,0.65729,0.43609,0.071508,0.12083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0032925,15.24,182.41,84,0,NaN,14.668,1007.3,340.19,0.01,0.0077391
0.11,1.4051,29.871,318.1,30.036,319.85,0.14768,0,0.14768,0,3.1396,33.434,32.9,-106,9.7954,3.7269,0,0,0,36305,3067.3,30.432,0.14773,NaN,335.36,NaN,0.089089,9227315,11973,6.6509,0.62801,0.65121,0.43543,0.07155,0.12103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036864,15.24,182.41,84,0,NaN,14.666,1007.2,340.19,0.01,0.0081254
0.12,1.7197,33.053,317.16,33.235,318.91,0.18075,0,0.18075,0,3.474,33.335,32.9,-106,9.7954,3.3428,0,0,0,36293,3055.4,30.428,0.1477,NaN,335.35,NaN,0.098468,10198414,11936,8.0682,0.6277,0.64668,0.43484,0.071597,0.12126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004079,15.24,182.41,84,0,NaN,14.664,1007.2,340.19,0.01,0.0086013
0.13,2.0661,36.225,316.22,36.425,317.96,0.21715,0,0.21715,0,3.8074,33.236,32.9,-106,9.7954,3.0262,0,0,0,36281,3043.4,30.424,0.14766,NaN,335.34,NaN,0.10782,11166942,11899,9.6221,0.62747,0.64324,0.43431,0.071649,0.12151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0044705,15.24,182.41,84,0,NaN,14.662,1007.1,340.18,0.01,0.0091986
0.14,2.4441,39.388,315.27,39.605,317.01,0.25689,0,0.25689,0,4.1399,33.136,32.9,-106,9.7954,2.7609,0,0,0,36269,3031.5,30.42,0.14763,NaN,335.33,NaN,0.11715,12132785,11862,11.312,0.6273,0.64058,0.43381,0.071705,0.12178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0048608,15.24,182.41,84,0,NaN,14.659,1007.1,340.18,0.01,0.010461
0.15,2.8538,42.541,314.32,42.776,316.05,0.29995,0,0.29995,0,4.4713,33.036,32.9,-106,9.7954,2.5352,0,0,0,36257,3019.5,30.416,0.14759,NaN,335.32,NaN,0.12646,13095859,11825,13.136,0.62719,0.63849,0.43334,0.071765,0.12208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0052499,15.24,182.41,84,0,NaN,14.656,1007.1,340.18,0.01,0.011255
0.16,3.2949,45.685,313.36,45.937,315.09,0.34631,0,0.34631,0,4.8017,32.936,32.9,-106,9.7954,2.3619,0,0,0,36245,3007.5,30.412,0.14756,NaN,335.31,NaN,0.13574,14056849,11789,15.1,0.62713,0.63702,0.4329,0.07183,0.1224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056379,15.24,182.41,84,0,NaN,14.654,1007,340.18,0.01,0.015178
0.17,3.7674,48.819,312.4,49.088,314.12,0.39597,0,0.39597,0,5.1311,32.835,32.9,-106,9.7954,2.2112,0,0,0,36233,2995.6,30.408,0.14752,NaN,335.31,NaN,0.145,15014919,11752,17.198,0.62714,0.63586,0.43251,0.071899,0.12273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0060247,15.24,182.41,84,0,NaN,14.651,1006.9,340.18,0.01,0.015698
0.18,4.2713,51.944,311.43,52.23,313.15,0.44893,0,0.44893,0,5.4595,32.733,32.9,-106,9.7954,2.079,0,0,0,36222,2983.6,30.404,0.14749,NaN,335.3,NaN,0.15423,1.597e7,11715,19.436,0.62745,0.63521,0.43239,0.071973,0.12309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0064103,15.24,182.41,84,0,NaN,14.647,1006.9,340.18,0.0099207,0.016032
0.18992,4.8019,55.034,310.48,55.337,312.19,0.5047,0,0.5047,0,5.7843,32.632,32.9,-106,9.7954,1.9629,0,0,0,36210,2971.7,30.4,0.14746,NaN,335.29,NaN,0.16336,16914600,11680,21.788,0.62778,0.63473,0.43226,0.07205,0.12347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0067917,15.24,182.41,84,0,NaN,14.644,1006.8,340.17,0.0093636,0.016341
0.19928,5.3309,57.942,309.54,58.261,311.3,0.56029,0,0.56029,0,6.09,33.096,32.9,-106,9.7954,1.8649,0,0,0,36198,2960.2,30.396,0.14742,353.36,335.28,1.1862,0.17195,17803389,11637,24.126,0.62811,0.63441,0.43214,0.072127,0.12384,0.43557,0.51677,6.5882e-5,0,0,0,0,0,0.0071505,15.24,182.41,84,0,NaN,14.64,1006.8,340.17,0.014045,0.017044
0.21333,6.1752,62.288,307.91,62.632,309.66,0.64909,4.8747e-8,0.64909,4.3029e-6,6.5544,32.9,32.9,-106,9.7954,1.7217,0,0.083732,8.3789e-6,36184,2946.2,30.391,0.14738,354.26,335.27,1.2461,0.18478,19130870,11572,27.843,0.62863,0.63404,0.43194,0.07225,0.12444,0.39927,0.49741,-3.6487e-4,0,0,0,0,1.392e-5,0.0076869,15.24,182.41,83.999,-1.1914e-6,NaN,14.635,1006.7,340.17,0.021068,0.01752
0.2344,7.5558,68.77,305.44,69.151,307.18,0.79448,3.1484e-7,0.79448,2.2706e-5,7.2468,32.62,32.9,-106,9.7954,1.537,0,0.22566,-1.1845e-5,36163,2925.2,30.383,0.14732,355.45,335.26,1.3253,0.20393,21110648,11475,33.895,0.62947,0.63382,0.43162,0.072448,0.12541,0.35321,0.46813,-2.649e-4,0,0,0,0,8.3017e-5,0.0084871,15.24,182.41,83.996,-4.8614e-6,NaN,14.626,1006.5,340.16,0.031602,0.017961
0.266,9.8815,78.412,301.7,78.847,303.42,1.0398,1.1915e-6,1.0398,6.5655e-5,8.2764,32.215,32.9,-106,9.7954,1.3549,0,0.47478,1.9282e-4,36132,2893.7,30.373,0.14723,356.68,335.23,1.4074,0.23244,24056661,11330,44.054,0.63088,0.6343,0.43108,0.072781,0.12702,0.3087,0.43409,-2.7037e-4,0,0,0,0,2.8288e-4,0.0096772,15.24,182.41,83.985,-2.6196e-5,NaN,14.611,1006.2,340.15,0.047403,0.018915
0.3134,13.937,92.686,296.01,93.203,297.7,1.4683,3.6829e-6,1.4683,1.4372e-4,9.8015,31.681,32.9,-106,9.7954,1.1606,0,0.94292,6.484e-4,36084,2846.5,30.356,0.14709,358.07,335.2,1.5004,0.27467,28417204,11151,61.637,0.63331,0.63585,0.43015,0.073355,0.12981,0.26216,0.39283,8.8035e-5,0,0,0,0,7.9911e-4,0.011439,15.24,182.41,83.952,-1.9721e-4,NaN,14.584,1005.8,340.14,0.05,0.019363
0.3634,18.941,107.49,290.67,108.09,292.37,1.998,7.8205e-6,1.998,2.2426e-4,11.392,31.398,32.9,-106,9.7954,0.92338,0,1.5302,5.0287e-4,36026,2788.2,30.336,0.14693,359.79,335.16,1.6163,0.31842,3.293e7,10967,83.057,0.63626,0.63789,0.42902,0.074053,0.13318,0.20636,0.33177,-1.8073e-4,0,0,0,0,0.0015661,0.013266,15.24,182.41,83.891,-3.7965e-4,NaN,14.552,1005.2,340.12,0.05,0.019682
0.4134,24.679,122.02,285.37,122.71,287.08,2.6071,1.3471e-5,2.6071,2.9605e-4,12.973,31.278,32.9,-106,9.7954,0.75198,0,2.1786,4.0972e-4,35966,2728.4,30.316,0.14675,361.13,335.12,1.7066,0.36145,37360708,10783,107.42,0.63958,0.64067,0.42776,0.074841,0.13698,0.1669,0.28284,2.3626e-4,0,0,0,0,0.0024641,0.015061,15.24,182.41,83.798,-5.068e-4,NaN,14.515,1004.5,340.09,0.05,0.01998
0.4634,31.137,136.29,279.95,137.07,281.69,3.2951,2.0773e-5,3.2951,3.6121e-4,14.551,31.298,32.9,-106,9.7953,0.63333,0,2.9004,1.4787e-4,35907,2668.6,30.295,0.14658,362.13,335.07,1.7755,0.40376,4.171e7,10599,134.63,0.64326,0.64405,0.42635,0.075717,0.14119,0.14004,0.24508,2.1047e-4,0,0,0,0,0.0035005,0.016824,15.24,182.41,83.671,-4.4642e-4,NaN,14.473,1003.7,340.07,0.05,0.020583
0.5134,38.302,150.29,274.4,151.15,276.22,4.0621,3.0049e-5,4.0621,4.2384e-4,16.138,31.618,32.9,-106,9.7953,0.44898,0,3.6101,0.0011183,35847,2608.8,30.274,0.14641,363.63,335.03,1.8764,0.44523,45965266,10415,164.5,0.64727,0.64767,0.42483,0.076673,0.14577,0.098577,0.18063,3.2701e-4,0,0,0,0,0.0044605,0.018553,15.24,182.41,83.508,-3.592e-4,NaN,14.426,1002.9,340.04,0.05,0.021098
0.5634,46.159,164,268.73,164.96,270.65,4.909,4.1552e-5,4.909,4.8498e-4,17.748,32.187,32.9,-106,9.7953,0.24329,0,4.1778,0.00293,35787,2549,30.254,0.14623,365.32,334.99,1.99,0.4859,50128609,10231,196.95,0.65158,0.6517,0.42319,0.077705,0.15069,0.052989,0.10011,-3.9977e-4,0,0,0,0,0.0050168,0.020248,15.24,182.41,83.313,-4.2366e-4,NaN,14.375,1002,340.01,0.05,0.021771
0.6134,54.695,177.43,262.94,178.49,265,5.8372,5.529e-5,5.8372,5.4271e-4,19.393,32.968,32.9,-106,9.7953,0.015866,0,4.4155,0.055775,35727,2489.2,30.233,0.14606,367.22,334.95,2.1179,0.52572,54196269,10047,231.91,0.65618,0.65618,0.42144,0.078807,0.15593,0.0034245,0.0021111,-3.4058e-4,0,0,0,0,0.0047878,0.02191,15.24,182.41,83.096,-8.5024e-4,NaN,14.319,1001,339.98,0.05,0.02216
0.6634,63.895,190.57,257.05,191.73,259.26,6.8487,7.0596e-5,6.8487,5.906e-4,21.078,33.763,32.9,-106,9.7952,0.17895,0,-4.1719,0.0047326,35667,2429.4,30.212,0.14589,366.35,334.9,2.0632,0.56473,5.817e7,9863.2,269.32,0.66103,0.6611,0.4196,0.079977,0.16146,0.039128,0.084489,-4.3003e-4,0,0,0,0,-0.0037049,0.023537,15.24,182.41,82.879,-0.0013152,NaN,14.26,999.89,339.94,0.05,0.022523
0.7134,73.745,203.41,252.14,204.68,254.49,7.9454,8.6641e-5,7.9454,6.2479e-4,22.8,34.519,32.9,-106,9.7952,0.31988,-3.086e-7,-3.4329,0.001662,35608,2369.7,30.191,0.14572,365.7,334.86,2.0238,0.60291,62049406,9716.6,309.04,0.66613,0.66634,0.41766,0.081208,0.16725,0.070776,0.14502,-3.1583e-4,0,0,0,0,-0.0022014,0.025128,15.24,182.41,82.687,-0.0016544,NaN,14.196,998.74,339.9,0.05,0.022949
0.7634,84.23,216,250.26,217.39,252.75,9.129,1.0254e-4,9.129,6.4359e-4,24.553,35.368,32.9,-106,9.7952,0.41012,-8.215e-7,-2.2406,0.0014285,35551,2312.7,30.172,0.14555,365.48,334.82,2.0117,0.64038,65844950,9681.5,351.08,0.67146,0.6718,0.41564,0.082502,0.17331,0.091585,0.18547,2.0846e-4,0,0,0,0,-8.3148e-4,0.026691,15.24,182.41,82.544,-0.0019103,NaN,14.128,997.51,339.86,0.05,0.023507
0.8134,95.342,228.49,248.54,230.01,251.1,10.401,1.1749e-4,10.401,6.4722e-4,26.337,35.765,32.9,-106,9.7951,0.44019,-1.0366e-6,-0.67208,-3.1254e-4,35498,2260,30.153,0.1454,365.72,334.78,2.0301,0.67758,69601231,9653.9,395.85,0.67707,0.67748,0.41352,0.083869,0.17969,0.098915,0.2007,3.7069e-4,0,0,0,0,-6.6836e-5,0.028242,15.24,182.41,82.47,-0.0023177,NaN,14.055,996.2,339.82,0.05,0.024067
0.8634,107.08,240.9,246.82,242.54,249.36,11.763,1.3069e-4,11.763,6.3656e-4,28.124,35.477,32.9,-106,9.7951,0.39127,-9.0808e-7,1.0696,-0.002392,35446,2208.6,30.135,0.14525,366.55,334.74,2.0873,0.71454,73321123,9626.2,443.38,0.68298,0.6833,0.41129,0.085313,0.18637,0.088125,0.18423,3.6346e-4,0,0,0,0,1.5226e-4,0.029783,15.24,182.41,82.479,-0.0028901,NaN,13.979,994.83,339.77,0.05,0.024396
0.9134,119.43,253.23,245.12,254.98,247.53,13.213,1.4077e-4,13.213,6.1042e-4,29.878,34.42,32.9,-106,9.7951,0.2666,-4.5297e-7,2.6429,-0.0030385,35395,2157.1,30.118,0.1451,367.96,334.7,2.1819,0.75125,77003576,9598.5,493.69,0.68916,0.68931,0.40896,0.08683,0.19337,0.059961,0.12971,4.6842e-4,0,0,0,0,8.4127e-4,0.031313,15.24,182.41,82.574,-0.0029019,NaN,13.899,993.38,339.72,0.05,0.024777
0.9634,132.4,265.47,243.42,267.34,245.6,14.749,1.48e-4,14.749,5.7493e-4,31.562,32.696,32.9,-106,9.795,0.087875,-8.8898e-7,3.6111,-0.011083,35344,2105.7,30.1,0.14495,369.79,334.67,2.3048,0.78771,80647575,9570.8,546.91,0.69561,0.69563,0.40652,0.088422,0.20066,0.019685,0.044352,2.2438e-5,0,0,0,0,0.001429,0.032831,15.24,182.41,82.734,-0.0023572,NaN,13.814,991.86,339.67,0.05,0.025627
1.0134,145.98,277.62,241.66,279.59,243.59,16.367,1.5404e-4,16.367,5.3923e-4,33.148,30.589,32.9,-106,9.795,0.11267,-8.4354e-7,-3.5017,-0.0087407,35292,2054.2,30.082,0.14481,370.19,334.63,2.3337,0.82394,84253866,9543.1,603.19,0.70234,0.70236,0.40399,0.090088,0.20825,0.025426,0.060804,1.3568e-4,0,0,0,0,-0.0012285,0.034337,15.24,182.41,82.917,-0.0013148,NaN,13.726,990.27,339.62,0.05,0.025962
1.0634,160.16,289.68,239.77,291.74,241.48,18.062,1.6213e-4,18.062,5.1431e-4,34.631,28.706,32.9,-106,9.7949,0.26632,-1.2692e-6,-2.1281,-0.0018301,35241,2002.8,30.064,0.14466,369.71,334.59,2.3042,0.85989,87819091,9515.5,662.51,0.70932,0.70948,0.40137,0.091826,0.21612,0.060984,0.14048,3.2206e-4,0,0,0,0,-4.1674e-4,0.03583,15.24,182.41,83.062,-2.5483e-4,NaN,13.634,988.6,339.56,0.05,0.027217
1.1134,174.94,301.64,237.68,303.79,239.3,19.829,1.7592e-4,19.829,5.0832e-4,36.042,27.797,32.9,-106,9.7949,0.30661,-7.6864e-7,0.098905,-4.0381e-4,35189,1951.3,30.046,0.14451,370.05,334.55,2.3295,0.89553,91337684,9487.8,724.67,0.71655,0.71676,0.39866,0.093634,0.22426,0.070833,0.16503,4.5185e-4,0,0,0,0,8.3018e-7,0.037309,15.24,182.41,83.115,2.1196e-4,NaN,13.538,986.87,339.5,0.05,0.027522
1.1634,190.32,313.5,235.47,315.73,237.15,21.666,1.9659e-4,21.666,5.1988e-4,37.439,28.177,32.9,-106,9.7948,0.23223,-1.2337e-6,2.4165,0.0020001,35138,1899.8,30.028,0.14436,371.23,334.51,2.4089,0.93087,94811099,9460.1,785.14,0.71992,0.72004,0.39176,0.095511,0.23265,0.053819,0.12885,-3.1324e-4,0,0,0,0,4.5881e-4,0.038775,15.24,182.41,83.05,2.5146e-4,NaN,13.438,985.06,339.44,0.05,0.027868
1.2134,206.29,325.24,233.07,327.55,234.96,23.574,2.2351e-4,23.574,5.4324e-4,38.885,29.707,32.9,-106,9.7948,0.071568,-7.6577e-7,3.862,0.01117,35086,1848.4,30.01,0.14421,373,334.48,2.5278,0.96592,98238789,9432.4,847.32,0.72308,0.72309,0.38433,0.097457,0.24129,0.016563,0.040329,3.0784e-4,0,0,0,0,0.0010888,0.040228,15.24,182.41,82.888,-6.8224e-4,NaN,13.334,983.19,339.38,0.05,0.028186
1.2634,222.84,336.85,230.5,339.27,232.66,25.556,2.5418e-4,25.556,5.6986e-4,40.423,31.668,32.9,-106,9.7947,0.10659,-1.1338e-6,-3.619,0.0074625,35035,1796.9,29.992,0.14406,373.33,334.44,2.5521,1.0006,1.0162e8,9404.8,913.15,0.72754,0.72756,0.37697,0.10073,0.24984,0.024869,0.064476,-4.0403e-4,0,0,0,0,-8.9126e-4,0.041668,15.24,182.41,82.693,-7.2594e-4,NaN,13.227,981.25,339.31,0.05,0.028713
1.3134,239.97,348.31,227,350.84,229.37,27.618,2.8805e-4,27.618,5.9759e-4,42.045,32.899,32.9,-106,9.7947,0.21941,0,-1.6844,0.0041267,34983,1745.5,29.974,0.14391,373.03,334.4,2.5349,1.0349,1.0494e8,9377.1,1013.5,0.75634,0.75645,0.3697,0.14509,0.24156,0.051755,0.1314,1.7541e-4,0,0,0,0,-1.8055e-4,0.04309,15.24,182.41,82.555,7.742e-4,NaN,13.115,979.24,339.25,0.05,0.029222
1.3634,257.67,359.62,224.36,362.26,226.73,29.761,3.3073e-4,29.761,6.3672e-4,43.696,32.722,32.9,-106,9.7946,0.21614,0,1.0893,0.0089758,34932,1694,29.956,0.14377,373.44,334.36,2.5643,1.0688,1.082e8,9349.4,1090.5,0.76469,0.7648,0.36252,0.16827,0.23391,0.051151,0.13086,4.8046e-4,0,0,0,0,7.0835e-5,0.044495,15.24,182.41,82.54,0.002962,NaN,13,977.17,339.18,0.05,0.029587
1.4134,275.93,370.81,222.54,373.57,224.66,31.986,3.9093e-4,31.986,7.0026e-4,45.293,30.762,32.9,-106,9.7946,0.082727,4.7624e-7,3.1762,0.0089327,34880,1642.6,29.938,0.14362,374.63,334.32,2.645,1.1024,1.1141e8,9321.7,1146.8,0.75768,0.75769,0.35563,0.17526,0.22679,0.019471,0.050513,2.5534e-4,0,0,0,0,5.6638e-4,0.045885,15.24,182.41,82.653,0.0038087,NaN,12.881,975.02,339.11,0.05,0.030041
1.4634,294.75,381.93,221.24,384.78,223,34.288,4.7118e-4,34.288,7.8734e-4,46.761,27.935,32.9,-106,9.7945,0.10436,0,-2.918,0.0034038,34829,1591.1,29.92,0.14347,374.58,334.28,2.6442,1.1357,1.1458e8,9294.1,1188.4,0.74142,0.74145,0.35175,0.16955,0.22013,0.024568,0.065852,2.4752e-4,0,0,0,0,-4.5056e-4,0.047263,15.24,182.41,82.816,0.0032331,NaN,12.759,972.82,339.03,0.05,0.030625
1.5134,314.12,392.99,220.17,395.93,221.75,36.66,5.6978e-4,36.66,8.905e-4,48.116,26.418,32.9,-106,9.7945,0.18542,4.9141e-7,-0.59145,0.0017459,34778,1539.7,29.902,0.14332,373.94,334.24,2.6051,1.1688,1.1772e8,9266.4,1216,0.71787,0.71795,0.34787,0.15612,0.21389,0.043686,0.1139,-4.9539e-4,0,0,0,0,-1.7484e-5,0.048632,15.24,182.41,82.908,0.003188,NaN,12.633,970.54,338.95,0.05,0.031056
1.5634,334.05,404,219.1,407.01,220.77,39.099,6.828e-4,39.099,0.0010006,49.447,27.036,32.9,-106,9.7944,0.12798,2.4845e-6,1.9988,-0.0031287,34726,1488.2,29.884,0.14317,374.09,334.2,2.6175,1.2018,1.2082e8,9238.7,1234.5,0.69105,0.69109,0.34399,0.13905,0.20802,0.029873,0.078334,-6.4989e-5,0,0,0,0,1.8896e-4,0.049993,15.24,182.41,82.87,0.0028218,NaN,12.504,968.21,338.88,0.05,0.031283
1.6134,354.52,414.95,217.93,418.06,219.87,41.606,8.0977e-4,41.606,0.0011151,50.853,29.128,32.9,-106,9.7943,0.012342,3.1331e-6,-2.9467,-0.015605,34675,1436.8,29.866,0.14302,374.46,334.16,2.6439,1.2347,1.2388e8,9211.3,1250.1,0.66476,0.66476,0.3401,0.12218,0.20249,0.0028359,0.0081447,4.2426e-5,0,0,0,0,-3.8931e-4,0.05135,15.24,182.41,82.737,0.0035148,NaN,12.371,965.81,338.8,0.05,0.031478
1.6634,375.54,425.84,216.83,429.05,219.02,44.186,9.5285e-4,44.186,0.0012355,52.361,30.881,32.9,-106,9.7943,0.11839,1.7022e-6,-1.7026,4.4106e-4,34623,1385.6,29.848,0.14287,373.04,334.13,2.5538,1.2674,1.2693e8,9190.5,1271.1,0.64303,0.64305,0.33621,0.10957,0.19725,0.027027,0.06903,-5.6145e-6,0,0,0,0,-1.234e-4,0.052701,15.24,182.41,82.614,0.0043524,NaN,12.234,963.34,338.71,0.05,0.031659
1.7134,397.11,436.67,215.66,439.99,217.87,46.843,0.0011153,46.843,0.0013641,53.915,30.924,32.9,-106,9.7942,0.11965,2.9816e-6,0.44185,0.0011146,34573,1335.4,29.831,0.14273,372.15,334.09,2.4973,1.3001,1.2993e8,9172.7,1304.8,0.62902,0.62904,0.33232,0.1044,0.1923,0.026894,0.067638,4.3512e-4,0,0,0,0,7.9022e-6,0.054046,15.24,182.41,82.583,0.0047088,NaN,12.094,960.81,338.63,0.05,0.031963
1.7634,419.21,447.44,214.37,450.86,216.37,49.577,0.0012992,49.577,0.0015015,55.431,29.39,32.9,-106,9.7941,0.037133,1.0321e-6,1.8897,-0.0021415,34524,1286,29.813,0.14259,371.61,334.05,2.4645,1.3325,1.3291e8,9155,1349.3,0.62089,0.62089,0.32844,0.10483,0.18761,0.0081505,0.019616,-2.9743e-4,0,0,0,0,1.3765e-4,0.055383,15.24,182.41,82.647,0.0039279,NaN,11.95,958.22,338.54,0.05,0.032191
1.8134,441.85,458.15,213.14,461.66,214.89,52.385,0.001499,52.385,0.0016395,56.848,27.317,32.9,-106,9.7941,0.071973,1.7593e-6,-1.5273,-0.0016186,34475,1236.7,29.796,0.14244,370.01,334.01,2.3618,1.3648,1.3584e8,9137.3,1393.7,0.613,0.61301,0.32459,0.10524,0.18317,0.015489,0.036497,3.6009e-4,0,0,0,0,-8.5756e-5,0.05671,15.24,182.41,82.74,0.0034072,NaN,11.803,955.56,338.45,0.05,0.032442
1.8634,465.02,468.79,211.77,472.39,213.41,55.261,0.0017107,55.261,0.0017737,58.187,26.407,32.9,-106,9.794,0.1104,1.4834e-6,0.1078,-0.0028304,34425,1187.3,29.779,0.1423,368.14,333.97,2.2422,1.3969,1.3874e8,9119.5,1437.8,0.60536,0.60538,0.32076,0.10563,0.17897,0.02324,0.051778,2.0275e-4,0,0,0,0,4.0809e-7,0.058028,15.24,182.41,82.777,0.0040264,NaN,11.652,952.93,338.36,0.05,0.032828
