# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
25.863,8147.8,109.66,-10.886,114.89,10.897,1269.3,1.3081,1269.3,0.059047,34.276,0.49189,32.9,-105.99,9.7704,0.27093,5.3286e-6,1.9634,-0.0086301,33238,0,29.358,0.13887,364.55,333.02,2.0691,0.37496,17344783,0,40.046,0.64071,0.64086,0.42732,0.07511,0.13828,0.058608,0.11908,-3.2746e-4,0,0,0,0,0.0022661,0.014322,15.24,182.41,71.93,0.12435,NaN,-38.285,346.11,308.1,0.05,0.2738
25.913,8153.2,109.11,-10.88,114.36,10.89,1271,1.3119,1271,0.059141,34.252,0.47078,32.9,-105.99,9.7704,0.22417,5.3284e-6,2.0633,-0.0097375,33238,0,29.358,0.13887,364.88,333.02,2.0907,0.37324,17255061,0,39.637,0.64057,0.64066,0.42738,0.075075,0.13811,0.04836,0.098168,-3.51e-4,0,0,0,0,0.0025259,0.014258,15.24,182.41,71.829,0.12463,NaN,-38.321,345.83,308.08,0.05,0.27399
25.963,8158.7,108.57,-10.871,113.84,10.881,1272.7,1.3158,1272.7,0.059236,34.229,0.45678,32.9,-105.99,9.7704,0.19431,5.3236e-6,2.1473,-0.011014,33238,0,29.358,0.13887,365.09,333.02,2.1044,0.37157,17167634,0,39.243,0.64042,0.6405,0.42743,0.075042,0.13795,0.041843,0.085463,8.5273e-5,0,0,0,0,0.0027608,0.014195,15.24,182.41,71.724,0.12484,NaN,-38.356,345.56,308.05,0.05,0.27413
26.013,8164.1,108.02,-10.864,113.31,10.873,1274.4,1.3197,1274.4,0.05933,34.207,0.44224,32.9,-105.99,9.7704,0.16207,5.3229e-6,2.2191,-0.012859,33238,0,29.358,0.13887,365.32,333.02,2.1193,0.3699,17080507,0,38.851,0.64028,0.64034,0.42749,0.075008,0.13779,0.034835,0.071052,-4.4898e-4,0,0,0,0,0.0029756,0.014131,15.24,182.41,71.615,0.12502,NaN,-38.392,345.29,308.03,0.05,0.27426
26.063,8169.5,107.48,-10.857,112.79,10.865,1276.1,1.3235,1276.1,0.059424,34.185,0.42511,32.9,-105.99,9.7704,0.12198,5.3208e-6,2.273,-0.016051,33238,0,29.358,0.13887,365.6,333.02,2.138,0.36822,16993042,0,38.46,0.64014,0.64017,0.42754,0.074975,0.13763,0.026156,0.053218,4.6024e-5,0,0,0,0,0.0031508,0.014068,15.24,182.41,71.502,0.12514,NaN,-38.427,345.02,308.01,0.05,0.27439
26.113,8174.8,106.94,-10.847,112.26,10.855,1277.8,1.3274,1277.8,0.059518,34.164,0.42019,32.9,-105.99,9.7703,0.11372,5.3211e-6,2.3188,-0.017942,33238,0,29.358,0.13887,365.66,333.02,2.1415,0.36662,16909156,0,38.089,0.64001,0.64003,0.42759,0.074943,0.13747,0.024372,0.048397,1.8648e-4,0,0,0,0,0.0033082,0.014005,15.24,182.41,71.388,0.12524,NaN,-38.461,344.75,307.99,0.05,0.27452
26.163,8180.2,106.4,-10.836,111.74,10.844,1279.6,1.3313,1279.6,0.059613,34.143,0.41611,32.9,-105.99,9.7703,0.10747,5.3193e-6,2.3592,-0.019531,33238,0,29.358,0.13887,365.69,333.02,2.1441,0.36503,16825844,0,37.721,0.63988,0.6399,0.42764,0.074911,0.13732,0.023022,0.045957,-4.8037e-5,0,0,0,0,0.0034551,0.013942,15.24,182.41,71.271,0.12532,NaN,-38.496,344.49,307.97,0.05,0.27464
26.213,8185.5,105.85,-10.827,111.22,10.835,1281.3,1.3352,1281.3,0.059707,34.122,0.40678,32.9,-105.99,9.7703,0.086558,5.3197e-6,2.4003,-0.023191,33238,0,29.358,0.13887,365.84,333.02,2.1537,0.36341,16741439,0,37.35,0.63974,0.63976,0.42769,0.074879,0.13717,0.018518,0.036459,-9.6842e-5,0,0,0,0,0.0036089,0.013879,15.24,182.41,71.152,0.12532,NaN,-38.531,344.22,307.95,0.05,0.27477
26.263,8190.8,105.31,-10.825,110.7,10.832,1283,1.3391,1283,0.059802,34.103,0.37576,32.9,-105.99,9.7703,0.0042477,5.3185e-6,2.3804,-0.36954,33238,0,29.358,0.13887,366.44,333.02,2.1931,0.36165,16651112,0,36.954,0.6396,0.6396,0.42775,0.074845,0.137,9.044e-4,-0.0016685,1.1618e-4,0,0,0,0,0.0035844,0.013816,15.24,182.41,71.031,0.12526,NaN,-38.565,343.96,307.93,0.05,0.2749
26.313,8196,104.77,-10.813,110.18,10.82,1284.7,1.343,1284.7,0.059896,34.084,0.37913,32.9,-105.99,9.7703,0.017704,5.3185e-6,2.4137,-0.091684,33238,0,29.358,0.13887,366.33,333.02,2.1861,0.36011,16570554,0,36.605,0.63947,0.63947,0.4278,0.074815,0.13686,0.0037719,0.0041312,-3.5247e-4,0,0,0,0,0.0037175,0.013753,15.24,182.41,70.911,0.12519,NaN,-38.599,343.69,307.91,0.05,0.27502
26.363,8201.2,104.23,-10.809,109.66,10.815,1286.4,1.3469,1286.4,0.059991,34.066,0.35628,32.9,-105.99,9.7703,0.043905,5.3185e-6,-2.4028,-0.028809,33238,0,29.358,0.13887,366.13,333.02,2.1729,0.3584,16482598,0,36.224,0.63933,0.63934,0.42785,0.074782,0.1367,0.009367,0.024542,-3.9777e-5,0,0,0,0,-0.0037195,0.01369,15.24,182.41,70.79,0.12507,NaN,-38.633,343.43,307.89,0.05,0.27515
26.413,8206.4,103.69,-10.797,109.14,10.803,1288.1,1.3508,1288.1,0.060085,34.048,0.35799,32.9,-105.99,9.7702,0.035272,5.3181e-6,-2.387,-0.033685,33238,0,29.358,0.13887,366.19,333.02,2.1767,0.35685,16401742,0,35.876,0.63921,0.63921,0.4279,0.074752,0.13655,0.0075209,0.020235,3.1531e-4,0,0,0,0,-0.0037034,0.013628,15.24,182.41,70.67,0.12489,NaN,-38.667,343.17,307.87,0.05,0.27543
26.463,8211.6,103.15,-10.792,108.62,10.798,1289.8,1.3547,1289.8,0.06018,34.03,0.33809,32.9,-105.99,9.7702,0.089594,5.318e-6,-2.3605,-0.0090799,33238,0,29.358,0.13887,365.78,333.02,2.15,0.35516,16314616,0,35.503,0.63907,0.63908,0.42795,0.074719,0.1364,0.019161,0.044431,1.2544e-4,0,0,0,0,-0.0036566,0.013565,15.24,182.41,70.552,0.12469,NaN,-38.7,342.91,307.85,0.05,0.27564
26.513,8216.7,102.61,-10.787,108.1,10.792,1291.5,1.3586,1291.5,0.060274,34.014,0.31985,32.9,-105.99,9.7702,0.13973,5.3184e-6,-2.3142,-0.0033056,33238,0,29.358,0.13887,365.41,333.02,2.1254,0.35347,16227841,0,35.134,0.63893,0.63897,0.428,0.074687,0.13624,0.029964,0.067545,5.2577e-5,0,0,0,0,-0.0035488,0.013503,15.24,182.41,70.435,0.12446,NaN,-38.734,342.66,307.83,0.05,0.27585
26.563,8221.9,102.07,-10.783,107.59,10.787,1293.2,1.3625,1293.2,0.060369,33.998,0.2989,32.9,-105.99,9.7702,0.19848,5.3187e-6,-2.2513,-7.1607e-5,33238,0,29.358,0.13887,364.98,333.02,2.0969,0.35175,1.614e7,0,34.763,0.63879,0.63887,0.42806,0.074655,0.13608,0.042699,0.092727,-4.1512e-6,0,0,0,0,-0.0033916,0.013441,15.24,182.41,70.32,0.12423,NaN,-38.767,342.4,307.81,0.05,0.27608
26.613,8227,101.53,-10.783,107.07,10.786,1294.9,1.3665,1294.9,0.060463,33.984,0.26495,32.9,-105.99,9.7702,0.29644,5.3142e-6,-2.1586,0.0019207,33238,0,29.358,0.13887,364.26,333.02,2.0501,0.34994,16048077,0,34.379,0.63865,0.63882,0.42811,0.07462,0.13592,0.064118,0.1344,-1.5637e-4,0,0,0,0,-0.0031508,0.013379,15.24,182.41,70.21,0.12402,NaN,-38.8,342.15,307.79,0.05,0.2763
26.663,8232,100.99,-10.779,106.56,10.781,1296.6,1.3704,1296.6,0.060558,33.971,0.24382,32.9,-105.99,9.7702,0.35718,5.3143e-6,-2.0404,0.0030325,33238,0,29.358,0.13887,363.82,333.02,2.0211,0.3482,15959374,0,34.01,0.63851,0.63876,0.42816,0.074588,0.13576,0.07751,0.15933,1.3459e-4,0,0,0,0,-0.0028437,0.013317,15.24,182.41,70.105,0.12386,NaN,-38.833,341.89,307.77,0.05,0.27651
26.713,8237.1,100.46,-10.77,106.04,10.772,1298.3,1.3743,1298.3,0.060653,33.96,0.23812,32.9,-105.99,9.7701,0.37215,5.3127e-6,-1.9108,0.0034652,33238,0,29.358,0.13887,363.71,333.02,2.0137,0.34655,15874703,0,33.657,0.63838,0.63865,0.42821,0.074557,0.13561,0.080817,0.16491,4.1614e-5,0,0,0,0,-0.0025183,0.013255,15.24,182.41,70.006,0.12377,NaN,-38.866,341.64,307.75,0.05,0.27672
26.763,8242.1,99.918,-10.757,105.53,10.76,1300,1.3783,1300,0.060747,33.947,0.2434,32.9,-105.99,9.7701,0.35356,5.3171e-6,-1.7864,0.0039339,33238,0,29.358,0.13887,363.83,333.02,2.0219,0.34495,15792874,0,33.316,0.63826,0.6385,0.42826,0.074527,0.13547,0.076694,0.15734,3.3814e-4,0,0,0,0,-0.0022218,0.013193,15.24,182.41,69.914,0.12371,NaN,-38.898,341.39,307.73,0.05,0.27693
26.813,8247,99.38,-10.749,105.01,10.752,1301.7,1.3822,1301.7,0.060842,33.935,0.23309,32.9,-105.99,9.7701,0.38211,5.3139e-6,-1.6622,0.0043443,33238,0,29.358,0.13887,363.62,333.02,2.0082,0.34324,15705929,0,32.958,0.63812,0.63841,0.42831,0.074495,0.13532,0.083009,0.16899,2.5723e-4,0,0,0,0,-0.0019429,0.013131,15.24,182.41,69.827,0.1237,NaN,-38.931,341.14,307.71,0.05,0.27714
26.863,8252,98.843,-10.744,104.5,10.746,1303.4,1.3862,1303.4,0.060936,33.924,0.21789,32.9,-105.99,9.7701,0.42593,5.3116e-6,-1.5241,0.0045873,33238,0,29.358,0.13887,363.31,333.02,1.9873,0.34149,15616951,0,32.594,0.63799,0.63834,0.42836,0.074463,0.13516,0.092745,0.18549,4.0339e-4,0,0,0,0,-0.0016506,0.01307,15.24,182.41,69.748,0.12373,NaN,-38.963,340.89,307.69,0.05,0.27735
26.913,8256.9,98.306,-10.728,103.99,10.73,1305.1,1.3901,1305.1,0.061031,33.913,0.23171,32.9,-105.99,9.7701,0.37923,5.3063e-6,-1.3889,0.0048617,33238,0,29.358,0.13887,363.63,333.02,2.0086,0.33991,15536349,0,32.261,0.63786,0.63815,0.42841,0.074434,0.13502,0.082356,0.16659,1.2732e-4,0,0,0,0,-0.0013838,0.013008,15.24,182.41,69.675,0.1238,NaN,-38.995,340.65,307.67,0.05,0.27755
26.963,8261.8,97.77,-10.708,103.48,10.711,1306.8,1.3941,1306.8,0.061125,33.901,0.25817,32.9,-105.99,9.7701,0.29057,5.3068e-6,-1.2791,0.0054084,33238,0,29.358,0.13887,364.26,333.02,2.0498,0.33841,15459490,0,31.943,0.63775,0.63791,0.42845,0.074406,0.13489,0.062785,0.12987,2.386e-5,0,0,0,0,-0.0011841,0.012947,15.24,182.41,69.608,0.12391,NaN,-39.027,340.4,307.65,0.05,0.27775
27.013,8266.7,97.235,-10.692,102.97,10.696,1308.5,1.3981,1308.5,0.06122,33.888,0.27222,32.9,-105.99,9.7701,0.23933,5.306e-6,-1.1913,0.0061376,33238,0,29.358,0.13887,364.62,333.02,2.0736,0.33682,15378662,0,31.613,0.63763,0.63774,0.4285,0.074377,0.13475,0.05156,0.10831,4.6308e-4,0,0,0,0,-0.0010369,0.012886,15.24,182.41,69.547,0.12404,NaN,-39.059,340.16,307.63,0.05,0.27796
27.063,8271.6,96.701,-10.677,102.46,10.681,1310.1,1.402,1310.2,0.061314,33.874,0.28541,32.9,-105.99,9.77,0.18928,5.3069e-6,-1.1194,0.0072344,33238,0,29.358,0.13887,364.98,333.02,2.097,0.33523,15297504,0,31.284,0.6375,0.63758,0.42855,0.074348,0.13461,0.040658,0.086409,3.149e-4,0,0,0,0,-9.2447e-4,0.012825,15.24,182.41,69.489,0.1242,NaN,-39.09,339.92,307.61,0.05,0.27818
27.113,8276.4,96.168,-10.661,101.95,10.665,1311.8,1.406,1311.8,0.061409,33.859,0.29922,32.9,-105.99,9.77,0.13563,5.307e-6,-1.0665,0.0092121,33238,0,29.358,0.13887,365.36,333.02,2.1222,0.33363,15216576,0,30.958,0.63738,0.63742,0.42859,0.07432,0.13447,0.029045,0.062342,2.772e-4,0,0,0,0,-8.4723e-4,0.012764,15.24,182.41,69.434,0.12438,NaN,-39.121,339.67,307.59,0.05,0.2784
27.163,8281.2,95.635,-10.65,101.45,10.654,1313.5,1.41,1313.5,0.061503,33.844,0.2991,32.9,-105.99,9.77,0.12767,5.3058e-6,-1.0248,0.010325,33238,0,29.358,0.13887,365.41,333.02,2.1256,0.33194,15131069,0,30.616,0.63726,0.63729,0.42864,0.074289,0.13432,0.027324,0.058416,4.6775e-4,0,0,0,0,-7.9041e-4,0.012703,15.24,182.41,69.382,0.12459,NaN,-39.153,339.43,307.57,0.05,0.28051
27.213,8285.9,95.103,-10.641,100.94,10.645,1315.2,1.414,1315.2,0.061598,33.829,0.29483,32.9,-105.99,9.77,0.1336,5.307e-6,-0.97848,0.010666,33238,0,29.358,0.13887,365.36,333.02,2.1223,0.3302,15044113,0,30.27,0.63713,0.63716,0.42869,0.074258,0.13417,0.028601,0.060993,1.8994e-4,0,0,0,0,-7.2826e-4,0.012642,15.24,182.41,69.332,0.12485,NaN,-39.184,339.2,307.55,0.05,0.28073
27.263,8290.7,94.571,-10.623,100.43,10.628,1316.9,1.418,1316.9,0.061692,33.814,0.31363,32.9,-105.99,9.77,0.05945,5.3061e-6,-0.94807,0.019762,33238,0,29.358,0.13887,365.9,333.02,2.1576,0.32864,14965018,0,29.957,0.63701,0.63702,0.42874,0.074231,0.13404,0.012672,0.027675,3.2389e-5,0,0,0,0,-6.9029e-4,0.012581,15.24,182.41,69.284,0.12516,NaN,-39.214,338.96,307.53,0.05,0.28094
27.313,8295.4,94.04,-10.61,99.929,10.615,1318.6,1.422,1318.6,0.061787,33.798,0.32129,32.9,-105.99,9.77,0.02256,5.3061e-6,-0.93431,0.047089,33238,0,29.358,0.13887,366.17,333.02,2.1751,0.327,14882328,0,29.633,0.63691,0.63691,0.4288,0.074202,0.1339,0.0047984,0.011159,-2.876e-4,0,0,0,0,-6.7724e-4,0.01252,15.24,182.41,69.237,0.12551,NaN,-39.245,338.72,307.52,0.05,0.28162
27.363,8300.1,93.51,-10.599,99.425,10.604,1320.3,1.426,1320.3,0.061881,33.782,0.32242,32.9,-105.99,9.77,0.0081593,5.3062e-6,-0.92171,0.12873,33238,0,29.358,0.13887,366.27,333.02,2.1817,0.3253,14797543,0,29.302,0.63681,0.63681,0.42888,0.074172,0.13376,0.0017339,0.0049,3.1746e-4,0,0,0,0,-6.6606e-4,0.01246,15.24,182.41,69.19,0.12588,NaN,-39.276,338.49,307.5,0.05,0.28198
27.413,8304.7,92.98,-10.588,98.922,10.593,1322,1.43,1322,0.061975,33.766,0.32287,32.9,-105.99,9.7699,0.0043874,5.3062e-6,0.89814,0.23571,33238,0,29.358,0.13887,366.29,333.02,2.1831,0.32361,14712677,0,28.973,0.63671,0.63671,0.42895,0.074142,0.13361,9.3203e-4,0.0015755,-1.2546e-4,0,0,0,0,6.3916e-4,0.012399,15.24,182.41,69.144,0.12629,NaN,-39.306,338.26,307.48,0.05,0.28224
27.463,8309.4,92.451,-10.573,98.419,10.578,1323.7,1.434,1323.7,0.06207,33.749,0.33658,32.9,-105.99,9.7699,0.065117,5.306e-6,0.93696,0.011494,33238,0,29.358,0.13887,365.83,333.02,2.1533,0.32202,14632727,0,28.666,0.63662,0.63662,0.42902,0.074115,0.13348,0.01388,0.029666,4.9353e-4,0,0,0,0,7.0258e-4,0.012339,15.24,182.41,69.097,0.12674,NaN,-39.336,338.02,307.46,0.05,0.28251
27.513,8314,91.923,-10.554,97.917,10.56,1325.4,1.438,1325.4,0.062164,33.732,0.36216,32.9,-105.99,9.7699,0.16983,5.3064e-6,0.97292,9.6694e-4,33238,0,29.358,0.13887,365.06,333.02,2.1026,0.32052,14557369,0,28.38,0.63653,0.63659,0.42909,0.074089,0.13336,0.036412,0.075721,-2.8504e-5,0,0,0,0,7.6471e-4,0.012278,15.24,182.41,69.05,0.12723,NaN,-39.366,337.79,307.44,0.05,0.28274
27.563,8318.6,91.396,-10.536,97.416,10.543,1327,1.442,1327,0.062258,33.713,0.385,32.9,-105.99,9.7699,0.26535,5.3054e-6,1.0357,-0.0016611,33238,0,29.358,0.13887,364.36,333.02,2.0568,0.31902,14481552,0,28.095,0.63644,0.63658,0.42915,0.074063,0.13323,0.057191,0.11688,-3.6395e-4,0,0,0,0,8.7483e-4,0.012218,15.24,182.41,69,0.12776,NaN,-39.396,337.56,307.43,0.05,0.28295
27.613,8323.1,90.87,-10.517,96.915,10.525,1328.7,1.446,1328.7,0.062352,33.693,0.41042,32.9,-105.99,9.7699,0.37074,5.3059e-6,1.1277,-0.0030653,33238,0,29.358,0.13887,363.6,333.02,2.0069,0.31754,14407296,0,27.819,0.63636,0.63663,0.42922,0.074038,0.13311,0.080373,0.16055,6.1762e-5,0,0,0,0,0.0010469,0.012158,15.24,182.41,68.946,0.12832,NaN,-39.425,337.34,307.41,0.05,0.28315
27.663,8327.7,90.344,-10.503,96.415,10.512,1330.4,1.45,1330.4,0.062447,33.673,0.42081,32.9,-105.99,9.7699,0.42247,5.3014e-6,1.239,-0.0035393,33238,0,29.358,0.13887,363.23,333.02,1.9824,0.31597,14328433,0,27.525,0.63627,0.63662,0.42928,0.074011,0.13298,0.091845,0.18122,-3.4856e-4,0,0,0,0,0.0012767,0.012098,15.24,182.41,68.887,0.12888,NaN,-39.455,337.11,307.39,0.05,0.28336
27.713,8332.2,89.819,-10.493,95.916,10.501,1332.1,1.4541,1332.1,0.062541,33.651,0.4227,32.9,-105.99,9.7699,0.44363,5.3014e-6,1.3573,-0.0037166,33238,0,29.358,0.13887,363.08,333.02,1.9722,0.31433,14247260,0,27.221,0.63618,0.63657,0.42936,0.073983,0.13284,0.096549,0.18891,1.9952e-4,0,0,0,0,0.0015483,0.012038,15.24,182.41,68.822,0.12943,NaN,-39.484,336.88,307.37,0.05,0.28359
27.763,8336.6,89.295,-10.481,95.418,10.489,1333.8,1.4581,1333.8,0.062635,33.63,0.42926,32.9,-105.99,9.7698,0.48195,5.3027e-6,1.48,-0.0041494,33238,0,29.358,0.13887,362.8,333.02,1.9541,0.31275,14168500,0,26.93,0.6361,0.63655,0.42942,0.073956,0.13272,0.1051,0.20335,1.4093e-4,0,0,0,0,0.0018595,0.011978,15.24,182.41,68.751,0.12998,NaN,-39.513,336.66,307.35,0.05,0.28381
27.813,8341.1,88.771,-10.466,94.92,10.475,1335.5,1.4621,1335.5,0.06273,33.608,0.44306,32.9,-105.99,9.7698,0.54719,5.3015e-6,1.6169,-0.0045917,33238,0,29.358,0.13887,362.34,333.02,1.9238,0.31125,14093188,0,26.656,0.63601,0.63659,0.42949,0.073931,0.13259,0.11975,0.22773,3.9571e-4,0,0,0,0,0.0022413,0.011918,15.24,182.41,68.673,0.13052,NaN,-39.542,336.44,307.34,0.05,0.28407
27.863,8345.5,88.248,-10.457,94.423,10.466,1337.1,1.4662,1337.1,0.062824,33.586,0.44077,32.9,-105.99,9.7698,0.5532,5.304e-6,1.7586,-0.0047253,33238,0,29.358,0.13887,362.29,333.02,1.9206,0.30963,14012851,0,26.359,0.63593,0.63652,0.42956,0.073904,0.13246,0.1211,0.2303,-3.044e-5,0,0,0,0,0.0026795,0.011859,15.24,182.41,68.589,0.13103,NaN,-39.571,336.22,307.32,0.05,0.28435
27.913,8349.9,87.725,-10.446,93.927,10.455,1338.8,1.4702,1338.8,0.062918,33.564,0.44569,32.9,-105.99,9.7698,0.58595,5.3044e-6,1.9012,-0.0050472,33238,0,29.358,0.13887,362.06,333.02,1.9053,0.30808,13935963,0,26.079,0.63584,0.63651,0.42963,0.073878,0.13234,0.12849,0.24135,-2.7954e-4,0,0,0,0,0.0031634,0.011799,15.24,182.41,68.498,0.13152,NaN,-39.599,336,307.3,0.05,0.28464
27.963,8354.3,87.204,-10.428,93.432,10.439,1340.5,1.4742,1340.5,0.063012,33.541,0.47028,32.9,-105.99,9.7698,0.6926,5.3072e-6,2.059,-0.0057755,33238,0,29.358,0.13887,361.31,333.02,1.8566,0.30671,13867285,0,25.839,0.63577,0.6367,0.42969,0.073856,0.13223,0.15276,0.27988,-4.8464e-5,0,0,0,0,0.0037441,0.01174,15.24,182.41,68.399,0.13198,NaN,-39.628,335.78,307.28,0.05,0.28522
28.013,8358.6,86.683,-10.411,92.937,10.423,1342.2,1.4783,1342.2,0.063107,33.517,0.4915,32.9,-105.99,9.7698,0.78695,5.3081e-6,2.2389,-0.0061179,33238,0,29.358,0.13887,360.66,333.02,1.814,0.30534,13798453,0,25.599,0.6357,0.63689,0.42975,0.073833,0.13212,0.17445,0.31229,-2.5969e-4,0,0,0,0,0.0044674,0.01168,15.24,182.41,68.291,0.1324,NaN,-39.656,335.56,307.27,0.05,0.28543
28.063,8363,86.162,-10.403,92.443,10.414,1343.9,1.4824,1343.9,0.063201,33.493,0.49016,32.9,-105.99,9.7698,0.79711,5.3078e-6,2.4255,-0.0063825,33238,0,29.358,0.13887,360.59,333.02,1.8091,0.30381,13722295,0,25.324,0.63562,0.63684,0.42981,0.073808,0.132,0.17679,0.3146,1.6449e-4,0,0,0,0,0.0052969,0.011621,15.24,182.41,68.175,0.13277,NaN,-39.684,335.34,307.25,0.05,0.28557
28.113,8367.3,85.642,-10.395,91.95,10.406,1345.5,1.4864,1345.5,0.063295,33.468,0.48495,32.9,-105.99,9.7697,0.7921,5.3055e-6,2.6099,-0.0065814,33238,0,29.358,0.13887,360.62,333.02,1.811,0.30226,13645646,0,25.047,0.63554,0.63674,0.42988,0.073783,0.13188,0.17562,0.31194,-1.6554e-4,0,0,0,0,0.0061965,0.011562,15.24,182.41,68.049,0.1331,NaN,-39.712,335.13,307.23,0.05,0.28573
28.163,8371.5,85.123,-10.39,91.457,10.401,1347.2,1.4905,1347.2,0.06339,33.444,0.47306,32.9,-105.99,9.7697,0.7605,5.2994e-6,2.789,-0.006702,33238,0,29.358,0.13887,360.83,333.02,1.8247,0.30067,13567334,0,24.762,0.63546,0.63657,0.42995,0.073757,0.13175,0.16831,0.30001,3.9265e-4,0,0,0,0,0.0071522,0.011502,15.24,182.41,67.914,0.13338,NaN,-39.74,334.92,307.22,0.05,0.28595
28.213,8375.8,84.603,-10.39,90.965,10.399,1348.9,1.4946,1348.9,0.063484,33.421,0.44879,32.9,-105.99,9.7697,0.67855,5.297e-6,2.9532,-0.0067892,33238,0,29.358,0.13887,361.38,333.02,1.8611,0.29898,13484915,0,24.458,0.63537,0.63626,0.43002,0.07373,0.13162,0.14949,0.27052,-1.1015e-4,0,0,0,0,0.0081101,0.011443,15.24,182.41,67.77,0.13361,NaN,-39.768,334.7,307.2,0.05,0.28621
28.263,8380,84.084,-10.389,90.474,10.398,1350.5,1.4986,1350.5,0.063578,33.399,0.42432,32.9,-105.99,9.7697,0.59243,5.2989e-6,3.0973,-0.0069961,33238,0,29.358,0.13887,361.97,333.02,1.8998,0.29731,13402891,0,24.159,0.63529,0.63596,0.43009,0.073703,0.13149,0.12989,0.23742,1.9885e-4,0,0,0,0,0.0090231,0.011384,15.24,182.41,67.619,0.13381,NaN,-39.795,334.49,307.18,0.05,0.28642
28.313,8384.2,83.564,-10.387,89.984,10.395,1352.2,1.5027,1352.2,0.063673,33.379,0.40578,32.9,-105.99,9.7697,0.52743,5.3009e-6,3.223,-0.0072995,33238,0,29.358,0.13887,362.42,333.02,1.9292,0.29569,13323671,0,23.874,0.6352,0.63574,0.43016,0.073677,0.13137,0.11521,0.21204,-1.2482e-4,0,0,0,0,0.0098781,0.011326,15.24,182.41,67.461,0.134,NaN,-39.822,334.28,307.17,0.05,0.28655
28.363,8388.3,83.045,-10.383,89.495,10.39,1353.9,1.5068,1353.9,0.063767,33.359,0.39443,32.9,-105.99,9.7697,0.4903,5.3024e-6,3.337,-0.0078514,33238,0,29.358,0.13887,362.67,333.02,1.9459,0.29415,13247857,0,23.605,0.63513,0.63559,0.43023,0.073653,0.13125,0.10687,0.1973,1.2554e-4,0,0,0,0,0.010702,0.011267,15.24,182.41,67.297,0.13416,NaN,-39.849,334.07,307.15,0.05,0.28668
28.413,8392.5,82.526,-10.379,89.006,10.386,1355.5,1.5109,1355.5,0.063862,33.339,0.38252,32.9,-105.99,9.7697,0.44936,5.3054e-6,3.4406,-0.0084525,33238,0,29.358,0.13887,362.96,333.02,1.9645,0.29261,13172259,0,23.338,0.63505,0.63545,0.43029,0.073628,0.13113,0.097719,0.18059,-2.0623e-4,0,0,0,0,0.011498,0.011209,15.24,182.41,67.127,0.13429,NaN,-39.876,333.87,307.13,0.05,0.28681
28.463,8396.6,82.007,-10.374,88.518,10.38,1357.2,1.515,1357.2,0.063956,33.32,0.37357,32.9,-105.99,9.7697,0.41987,5.3042e-6,3.535,-0.0092867,33238,0,29.358,0.13887,363.16,333.02,1.9779,0.2911,13098346,0,23.08,0.63498,0.63532,0.43036,0.073605,0.13102,0.091151,0.16803,-4.7538e-4,0,0,0,0,0.012265,0.01115,15.24,182.41,66.953,0.13441,NaN,-39.903,333.66,307.12,0.05,0.28694
28.513,8400.7,81.489,-10.37,88.031,10.377,1358.9,1.5191,1358.9,0.064051,33.302,0.3601,32.9,-105.99,9.7696,0.36933,5.3033e-6,3.6218,-0.010246,33238,0,29.358,0.13887,363.52,333.02,2.0011,0.28956,13022854,0,22.817,0.63491,0.63517,0.43042,0.073581,0.1309,0.079946,0.14646,-4.8453e-4,0,0,0,0,0.013014,0.011092,15.24,182.41,66.774,0.13451,NaN,-39.929,333.46,307.1,0.05,0.28706
28.563,8404.7,80.97,-10.371,87.544,10.377,1360.5,1.5232,1360.5,0.064145,33.285,0.33613,32.9,-105.99,9.7696,0.26937,5.3041e-6,3.6867,-0.011565,33238,0,29.358,0.13887,364.23,333.02,2.0477,0.28791,12942857,0,22.538,0.63483,0.63497,0.4305,0.073555,0.13078,0.057979,0.10504,-4.838e-4,0,0,0,0,0.013641,0.011034,15.24,182.41,66.591,0.1346,NaN,-39.956,333.25,307.09,0.05,0.28719
