# time, state0, state1, state2, control0, 
0.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+01,5.000000000000000000e+01,7.486819110765679852e+02
1.974663242985421618e-01,1.101062242434559124e+01,3.084068170026927902e+01,4.992859719003895691e+01,6.897909646504396051e+02
6.597804505761430960e-01,2.569470615140566494e+01,3.272507581523117182e+01,4.976381231199484034e+01,7.093959087270852706e+02
1.380221164443511839e+00,5.033823032093387440e+01,3.557974077132874413e+01,4.950975575120445882e+01,6.680225319354394742e+02
2.350568757313645563e+00,8.647929754065846453e+01,3.896043300807553322e+01,4.918049257887101078e+01,6.761932529648263426e+02
3.559818709723888475e+00,1.363691557512800898e+02,4.349611880557797150e+01,4.876385352067403289e+01,6.616198204890106354e+02
4.994266835875077248e+00,2.021936654633294097e+02,4.829522470051693972e+01,4.828643406152051654e+01,6.604851374984453969e+02
6.637659178734864440e+00,2.867101631766479954e+02,5.467457588352493758e+01,4.772068413411020771e+01,6.758793819233309250e+02
8.471374962987717083e+00,3.932910719616403412e+02,6.151308255950874582e+01,4.709925444238829328e+01,6.662231924031856352e+02
1.047463721292292682e+01,5.248775316757769360e+02,7.018460758117777232e+01,4.639486145735220646e+01,7.049531780748568508e+02
1.262474803233311071e+01,6.862925656630155800e+02,7.978176832944062369e+01,4.563423771749869928e+01,6.848297052800179472e+02
1.489734572604561791e+01,8.793289557698242334e+02,9.046481009512696403e+01,4.481994651353409864e+01,7.215841352350224724e+02
1.726668080235345570e+01,1.107352707558496377e+03,1.013956288260739314e+02,4.397563928855682747e+01,6.566593219987676093e+02
1.970590771223249504e+01,1.363994935982816514e+03,1.086315917626799745e+02,4.319848197783085197e+01,6.079526108033437595e+02
2.218738901306054956e+01,1.639922141549508979e+03,1.125209542089853585e+02,4.248820768179463414e+01,4.737191936370824692e+02
2.468300850754381415e+01,1.913329308943840033e+03,1.043784791938919483e+02,4.204788578396214405e+01,2.421908508035278658e+02
2.716448980837186866e+01,2.154426532681689878e+03,9.004875683064173586e+01,4.176696975000366052e+01,2.279072571402640222e+02
2.960371671825090800e+01,2.358597652203060534e+03,7.744817768961500803e+01,4.147937336872900715e+01,2.250000000000000000e+02
3.197305179455874580e+01,2.527648977697241207e+03,6.536339679638918199e+01,4.121155288166109898e+01,2.250000000000000000e+02
3.424564948827125477e+01,2.663901597274093092e+03,5.461996326971845406e+01,4.094811750310780951e+01,2.250000000000000000e+02
3.639576030768143511e+01,2.770525564012059021e+03,4.461834701188314511e+01,4.070352272106552505e+01,2.250045823346413556e+02
3.839902255761664662e+01,2.850990903160583457e+03,3.575630898813092529e+01,4.047203353309147644e+01,2.250000000000000000e+02
4.023273834186949927e+01,2.909139743921543868e+03,2.769334120861600113e+01,4.026311092043582107e+01,2.250020697349311831e+02
4.187613068472929001e+01,2.948909774690868744e+03,2.072635043632713092e+01,4.007328876774472093e+01,2.250000000000000000e+02
4.331057881088047168e+01,2.974248893570515975e+03,1.461335133068004843e+01,3.990994836798255818e+01,2.250000000000000000e+02
4.451982876329071814e+01,2.988895853832020293e+03,9.620875257620989274e+00,3.977003085658304826e+01,2.250000000000000000e+02
4.549017635616085187e+01,2.996248550100911416e+03,5.534219566346157748e+00,3.965994548527070407e+01,2.250000000000000000e+02
4.621061707002822061e+01,2.999185361186234786e+03,2.626001457494352653e+00,3.957595023098637199e+01,2.250000000000000000e+02
4.667293119630582510e+01,2.999943288820941689e+03,6.436437516578685791e-01,3.952449605347418782e+01,2.259870730808332553e+02
4.687039752060436371e+01,3.000000000000000000e+03,0.000000000000000000e+00,3.949845203692109408e+01,3.108443357073385869e+02
